group,id,course,module,grade
4,610,Alchemy and Chemical Engineering,2,11
4,610,Clockwork Automata and Robotics,1,12
4,610,Clockwork Automata and Robotics,1,15.5
4,610,Clockwork Automata and Robotics,1,11.5
4,610,Clockwork Automata and Robotics,1,15.5
4,610,Clockwork Automata and Robotics,1,14.5
4,610,Cryptography and Codebreaking,1,10
4,610,Cryptography and Codebreaking,1,8
4,610,Cryptography and Codebreaking,1,8.5
4,610,Electrical Engineering and Telegraphy,1,10
4,610,Electrical Engineering and Telegraphy,1,13
4,610,Electrical Engineering and Telegraphy,1,14
4,610,Etiquette and Social Graces,1,13
4,610,Etiquette and Social Graces,1,12
4,610,Etiquette and Social Graces,1,13
4,610,Etiquette and Social Graces,1,11.5
4,610,Etiquette and Social Graces,1,8.5
4,610,Fashion Design and Textile Innovation,1,12
4,610,Fashion Design and Textile Innovation,1,10
4,610,Fashion Design and Textile Innovation,1,15.5
4,610,Fashion Design and Textile Innovation,1,15
4,610,Fashion Design and Textile Innovation,1,15.5
4,610,Fashion Design and Textile Innovation,1,13.5
4,610,Fashion Design and Textile Innovation,1,9
4,610,Fashion Design and Textile Innovation,1,13.5
4,610,Fashion Design and Textile Innovation,1,16
4,610,Fashion Design and Textile Innovation,1,10.5
4,610,Historical Archaeology and Antiquarian Studies,1,12
4,610,Historical Archaeology and Antiquarian Studies,1,9.75
4,610,Steam Engine Mechanics and Engineering,2,7.75
4,610,Steam Engine Mechanics and Engineering,2,3.75
4,610,Steam Engine Mechanics and Engineering,2,8.75
4,610,Victorian Literature and Social Commentary,1,6.4
4,610,Victorian Literature and Social Commentary,1,6.1
4,610,Victorian Literature and Social Commentary,1,3.2
4,610,Victorian Literature and Social Commentary,1,6.1
4,610,Victorian Literature and Social Commentary,1,5.5
4,610,Victorian Literature and Social Commentary,1,5.7
4,610,Victorian Literature and Social Commentary,1,8.3
4,610,Victorian Literature and Social Commentary,1,4.7
4,646,Airship Piloting and Navigation,1,9.5
4,646,Airship Piloting and Navigation,1,11
4,646,Airship Piloting and Navigation,1,6
4,646,Airship Piloting and Navigation,1,13
4,646,Airship Piloting and Navigation,1,6
4,646,Alchemy and Chemical Engineering,2,13
4,646,Alchemy and Chemical Engineering,2,13.5
4,646,Alchemy and Chemical Engineering,2,13.5
4,646,Alchemy and Chemical Engineering,2,14.5
4,646,Alchemy and Chemical Engineering,2,13.5
4,646,Clockwork Automata and Robotics,1,15
4,646,Clockwork Automata and Robotics,1,18.5
4,646,Clockwork Automata and Robotics,1,11.5
4,646,Clockwork Automata and Robotics,1,8
4,646,Clockwork Automata and Robotics,1,15.5
4,646,Cryptography and Codebreaking,1,9.5
4,646,Cryptography and Codebreaking,1,8.5
4,646,Cryptography and Codebreaking,1,8.5
4,646,Electrical Engineering and Telegraphy,1,7
4,646,Electrical Engineering and Telegraphy,1,14
4,646,Electrical Engineering and Telegraphy,1,14
4,646,Etiquette and Social Graces,1,16.5
4,646,Etiquette and Social Graces,1,11.5
4,646,Etiquette and Social Graces,1,10
4,646,Etiquette and Social Graces,1,11.5
4,646,Etiquette and Social Graces,1,13
4,646,Fashion Design and Textile Innovation,1,11.5
4,646,Fashion Design and Textile Innovation,1,12.5
4,646,Fashion Design and Textile Innovation,1,9
4,646,Fashion Design and Textile Innovation,1,13
4,646,Fashion Design and Textile Innovation,1,7.5
4,646,Fashion Design and Textile Innovation,1,9.5
4,646,Fashion Design and Textile Innovation,1,15
4,646,Fashion Design and Textile Innovation,1,10
4,646,Fashion Design and Textile Innovation,1,14.5
4,646,Fashion Design and Textile Innovation,1,12
4,646,Historical Archaeology and Antiquarian Studies,1,12.5
4,646,Historical Archaeology and Antiquarian Studies,1,10
4,646,Historical Archaeology and Antiquarian Studies,1,14
4,646,Steam Engine Mechanics and Engineering,2,4
4,646,Steam Engine Mechanics and Engineering,2,7.5
4,646,Steam Engine Mechanics and Engineering,2,6.25
4,646,Victorian Literature and Social Commentary,1,6.3
4,646,Victorian Literature and Social Commentary,1,7.9
4,646,Victorian Literature and Social Commentary,1,8
4,646,Victorian Literature and Social Commentary,1,7.8
4,646,Victorian Literature and Social Commentary,1,7.3
4,646,Victorian Literature and Social Commentary,1,5.5
4,646,Victorian Literature and Social Commentary,1,9
4,651,Airship Piloting and Navigation,1,13.5
4,651,Airship Piloting and Navigation,1,9
4,651,Airship Piloting and Navigation,1,8
4,651,Airship Piloting and Navigation,1,8
4,651,Airship Piloting and Navigation,1,7.5
4,651,Alchemy and Chemical Engineering,2,12
4,651,Alchemy and Chemical Engineering,2,13
4,651,Alchemy and Chemical Engineering,2,12
4,651,Alchemy and Chemical Engineering,2,14
4,651,Alchemy and Chemical Engineering,2,14
4,651,Clockwork Automata and Robotics,1,14
4,651,Clockwork Automata and Robotics,1,13
4,651,Clockwork Automata and Robotics,1,11.5
4,651,Clockwork Automata and Robotics,1,13.5
4,651,Clockwork Automata and Robotics,1,11.5
4,651,Cryptography and Codebreaking,1,9
4,651,Cryptography and Codebreaking,1,9
4,651,Cryptography and Codebreaking,1,10.5
4,651,Electrical Engineering and Telegraphy,1,13
4,651,Electrical Engineering and Telegraphy,1,9
4,651,Electrical Engineering and Telegraphy,1,14
4,651,Etiquette and Social Graces,1,14.5
4,651,Etiquette and Social Graces,1,10.5
4,651,Etiquette and Social Graces,1,9.5
4,651,Etiquette and Social Graces,1,10
4,651,Etiquette and Social Graces,1,11
4,651,Fashion Design and Textile Innovation,1,11.5
4,651,Fashion Design and Textile Innovation,1,14.5
4,651,Fashion Design and Textile Innovation,1,18
4,651,Fashion Design and Textile Innovation,1,7
4,651,Fashion Design and Textile Innovation,1,16
4,651,Fashion Design and Textile Innovation,1,12.5
4,651,Fashion Design and Textile Innovation,1,12
4,651,Fashion Design and Textile Innovation,1,17.5
4,651,Fashion Design and Textile Innovation,1,15.5
4,651,Fashion Design and Textile Innovation,1,11
4,651,Historical Archaeology and Antiquarian Studies,1,12.75
4,651,Historical Archaeology and Antiquarian Studies,1,14.25
4,651,Historical Archaeology and Antiquarian Studies,1,10.75
4,651,Steam Engine Mechanics and Engineering,2,9.25
4,651,Steam Engine Mechanics and Engineering,2,8.25
4,651,Steam Engine Mechanics and Engineering,2,6.25
4,651,Victorian Literature and Social Commentary,1,6.2
4,651,Victorian Literature and Social Commentary,1,7.5
4,651,Victorian Literature and Social Commentary,1,8.7
4,651,Victorian Literature and Social Commentary,1,8.1
4,651,Victorian Literature and Social Commentary,1,7.4
4,651,Victorian Literature and Social Commentary,1,5.3
4,651,Victorian Literature and Social Commentary,1,9.7
4,651,Victorian Literature and Social Commentary,1,5.1
4,656,Airship Piloting and Navigation,1,9.5
4,656,Airship Piloting and Navigation,1,9.5
4,656,Airship Piloting and Navigation,1,8
4,656,Airship Piloting and Navigation,1,8
4,656,Airship Piloting and Navigation,1,6
4,656,Alchemy and Chemical Engineering,2,13
4,656,Alchemy and Chemical Engineering,2,13.5
4,656,Alchemy and Chemical Engineering,2,13.5
4,656,Alchemy and Chemical Engineering,2,13.5
4,656,Alchemy and Chemical Engineering,2,14
4,656,Clockwork Automata and Robotics,1,12
4,656,Clockwork Automata and Robotics,1,15.5
4,656,Clockwork Automata and Robotics,1,15
4,656,Clockwork Automata and Robotics,1,11.5
4,656,Clockwork Automata and Robotics,1,12
4,656,Cryptography and Codebreaking,1,11.5
4,656,Cryptography and Codebreaking,1,6.5
4,656,Electrical Engineering and Telegraphy,1,13
4,656,Electrical Engineering and Telegraphy,1,11
4,656,Electrical Engineering and Telegraphy,1,7
4,656,Etiquette and Social Graces,1,9
4,656,Etiquette and Social Graces,1,10
4,656,Etiquette and Social Graces,1,10
4,656,Etiquette and Social Graces,1,13
4,656,Etiquette and Social Graces,1,10.5
4,656,Fashion Design and Textile Innovation,1,14
4,656,Fashion Design and Textile Innovation,1,14.5
4,656,Fashion Design and Textile Innovation,1,10
4,656,Fashion Design and Textile Innovation,1,16
4,656,Fashion Design and Textile Innovation,1,11
4,656,Fashion Design and Textile Innovation,1,13.5
4,656,Fashion Design and Textile Innovation,1,9.5
4,656,Fashion Design and Textile Innovation,1,14.5
4,656,Fashion Design and Textile Innovation,1,10
4,656,Fashion Design and Textile Innovation,1,16.5
4,656,Historical Archaeology and Antiquarian Studies,1,11.5
4,656,Historical Archaeology and Antiquarian Studies,1,10.25
4,656,Historical Archaeology and Antiquarian Studies,1,12.75
4,656,Steam Engine Mechanics and Engineering,2,6.5
4,656,Steam Engine Mechanics and Engineering,2,6.75
4,656,Victorian Literature and Social Commentary,1,8.5
4,656,Victorian Literature and Social Commentary,1,8
4,656,Victorian Literature and Social Commentary,1,7.2
4,656,Victorian Literature and Social Commentary,1,7
4,656,Victorian Literature and Social Commentary,1,6.2
4,656,Victorian Literature and Social Commentary,1,8
4,656,Victorian Literature and Social Commentary,1,8.6
4,656,Victorian Literature and Social Commentary,1,6.9
4,670,Airship Piloting and Navigation,1,12
4,670,Airship Piloting and Navigation,1,13.5
4,670,Airship Piloting and Navigation,1,11
4,670,Airship Piloting and Navigation,1,12.5
4,670,Airship Piloting and Navigation,1,8
4,670,Alchemy and Chemical Engineering,2,12.5
4,670,Alchemy and Chemical Engineering,2,12.5
4,670,Alchemy and Chemical Engineering,2,13.5
4,670,Alchemy and Chemical Engineering,2,13
4,670,Alchemy and Chemical Engineering,2,14.5
4,670,Clockwork Automata and Robotics,1,13.5
4,670,Clockwork Automata and Robotics,1,14.5
4,670,Clockwork Automata and Robotics,1,11
4,670,Clockwork Automata and Robotics,1,13
4,670,Cryptography and Codebreaking,1,7.5
4,670,Cryptography and Codebreaking,1,9.5
4,670,Cryptography and Codebreaking,1,7
4,670,Electrical Engineering and Telegraphy,1,10
4,670,Electrical Engineering and Telegraphy,1,8
4,670,Electrical Engineering and Telegraphy,1,9
4,670,Etiquette and Social Graces,1,14
4,670,Etiquette and Social Graces,1,13
4,670,Etiquette and Social Graces,1,14.5
4,670,Etiquette and Social Graces,1,17.5
4,670,Etiquette and Social Graces,1,10.5
4,670,Fashion Design and Textile Innovation,1,10.5
4,670,Fashion Design and Textile Innovation,1,7.5
4,670,Fashion Design and Textile Innovation,1,12.5
4,670,Fashion Design and Textile Innovation,1,12
4,670,Fashion Design and Textile Innovation,1,11
4,670,Fashion Design and Textile Innovation,1,10.5
4,670,Fashion Design and Textile Innovation,1,14.5
4,670,Fashion Design and Textile Innovation,1,17.5
4,670,Fashion Design and Textile Innovation,1,9.5
4,670,Historical Archaeology and Antiquarian Studies,1,10.25
4,670,Historical Archaeology and Antiquarian Studies,1,11.75
4,670,Historical Archaeology and Antiquarian Studies,1,13.25
4,670,Steam Engine Mechanics and Engineering,2,4.25
4,670,Steam Engine Mechanics and Engineering,2,8.5
4,670,Steam Engine Mechanics and Engineering,2,12.5
4,670,Victorian Literature and Social Commentary,1,4.3
4,670,Victorian Literature and Social Commentary,1,9.1
4,670,Victorian Literature and Social Commentary,1,7.7
4,670,Victorian Literature and Social Commentary,1,5.7
4,670,Victorian Literature and Social Commentary,1,5
4,670,Victorian Literature and Social Commentary,1,5.2
4,670,Victorian Literature and Social Commentary,1,8.7
4,670,Victorian Literature and Social Commentary,1,8.4
4,756,Airship Piloting and Navigation,1,5.5
4,756,Airship Piloting and Navigation,1,8
4,756,Airship Piloting and Navigation,1,6
4,756,Airship Piloting and Navigation,1,8
4,756,Airship Piloting and Navigation,1,9
4,756,Alchemy and Chemical Engineering,2,12
4,756,Alchemy and Chemical Engineering,2,14
4,756,Alchemy and Chemical Engineering,2,12.5
4,756,Alchemy and Chemical Engineering,2,12.5
4,756,Alchemy and Chemical Engineering,2,15.5
4,756,Clockwork Automata and Robotics,1,9
4,756,Clockwork Automata and Robotics,1,11.5
4,756,Clockwork Automata and Robotics,1,7
4,756,Clockwork Automata and Robotics,1,15
4,756,Cryptography and Codebreaking,1,6.5
4,756,Cryptography and Codebreaking,1,6.5
4,756,Cryptography and Codebreaking,1,8
4,756,Electrical Engineering and Telegraphy,1,14
4,756,Electrical Engineering and Telegraphy,1,7
4,756,Electrical Engineering and Telegraphy,1,6
4,756,Etiquette and Social Graces,1,13.5
4,756,Etiquette and Social Graces,1,15
4,756,Etiquette and Social Graces,1,9
4,756,Fashion Design and Textile Innovation,1,12.5
4,756,Fashion Design and Textile Innovation,1,14.5
4,756,Fashion Design and Textile Innovation,1,9
4,756,Fashion Design and Textile Innovation,1,11.5
4,756,Fashion Design and Textile Innovation,1,10
4,756,Fashion Design and Textile Innovation,1,20
4,756,Fashion Design and Textile Innovation,1,9.5
4,756,Fashion Design and Textile Innovation,1,13.5
4,756,Fashion Design and Textile Innovation,1,9.5
4,756,Fashion Design and Textile Innovation,1,10.5
4,756,Historical Archaeology and Antiquarian Studies,1,15.5
4,756,Historical Archaeology and Antiquarian Studies,1,10.25
4,756,Steam Engine Mechanics and Engineering,2,9.75
4,756,Steam Engine Mechanics and Engineering,2,3.75
4,756,Steam Engine Mechanics and Engineering,2,6
4,756,Victorian Literature and Social Commentary,1,6.8
4,756,Victorian Literature and Social Commentary,1,7.7
4,756,Victorian Literature and Social Commentary,1,8.3
4,756,Victorian Literature and Social Commentary,1,2.3
4,756,Victorian Literature and Social Commentary,1,6.1
4,756,Victorian Literature and Social Commentary,1,7.4
4,756,Victorian Literature and Social Commentary,1,7.7
4,756,Victorian Literature and Social Commentary,1,4.7
4,764,Airship Piloting and Navigation,1,3
4,764,Airship Piloting and Navigation,1,9
4,764,Airship Piloting and Navigation,1,6
4,764,Airship Piloting and Navigation,1,9.5
4,764,Airship Piloting and Navigation,1,9.5
4,764,Alchemy and Chemical Engineering,2,13.5
4,764,Alchemy and Chemical Engineering,2,13
4,764,Alchemy and Chemical Engineering,2,14
4,764,Alchemy and Chemical Engineering,2,13.5
4,764,Alchemy and Chemical Engineering,2,10
4,764,Clockwork Automata and Robotics,1,12.5
4,764,Clockwork Automata and Robotics,1,18.5
4,764,Clockwork Automata and Robotics,1,15
4,764,Clockwork Automata and Robotics,1,16.5
4,764,Clockwork Automata and Robotics,1,18
4,764,Cryptography and Codebreaking,1,9
4,764,Cryptography and Codebreaking,1,8.5
4,764,Cryptography and Codebreaking,1,8.5
4,764,Electrical Engineering and Telegraphy,1,10
4,764,Electrical Engineering and Telegraphy,1,7
4,764,Electrical Engineering and Telegraphy,1,15
4,764,Etiquette and Social Graces,1,11.5
4,764,Etiquette and Social Graces,1,13.5
4,764,Etiquette and Social Graces,1,12.5
4,764,Etiquette and Social Graces,1,14
4,764,Etiquette and Social Graces,1,9
4,764,Fashion Design and Textile Innovation,1,16.5
4,764,Fashion Design and Textile Innovation,1,9
4,764,Fashion Design and Textile Innovation,1,7
4,764,Fashion Design and Textile Innovation,1,14.5
4,764,Fashion Design and Textile Innovation,1,9
4,764,Fashion Design and Textile Innovation,1,9
4,764,Fashion Design and Textile Innovation,1,9
4,764,Fashion Design and Textile Innovation,1,15.5
4,764,Fashion Design and Textile Innovation,1,16.5
4,764,Fashion Design and Textile Innovation,1,18.5
4,764,Historical Archaeology and Antiquarian Studies,1,9.75
4,764,Historical Archaeology and Antiquarian Studies,1,12.25
4,764,Historical Archaeology and Antiquarian Studies,1,11.5
4,764,Steam Engine Mechanics and Engineering,2,13.5
4,764,Steam Engine Mechanics and Engineering,2,6.25
4,764,Steam Engine Mechanics and Engineering,2,4.75
4,764,Victorian Literature and Social Commentary,1,8.6
4,764,Victorian Literature and Social Commentary,1,5.2
4,764,Victorian Literature and Social Commentary,1,5.5
4,764,Victorian Literature and Social Commentary,1,5.5
4,764,Victorian Literature and Social Commentary,1,5.5
4,764,Victorian Literature and Social Commentary,1,6.2
4,764,Victorian Literature and Social Commentary,1,7.4
4,764,Victorian Literature and Social Commentary,1,6.3
4,805,Airship Piloting and Navigation,1,10
4,805,Airship Piloting and Navigation,1,11.5
4,805,Airship Piloting and Navigation,1,12.5
4,805,Airship Piloting and Navigation,1,14
4,805,Airship Piloting and Navigation,1,8.5
4,805,Alchemy and Chemical Engineering,2,10
4,805,Alchemy and Chemical Engineering,2,12.5
4,805,Alchemy and Chemical Engineering,2,12.5
4,805,Alchemy and Chemical Engineering,2,12.5
4,805,Alchemy and Chemical Engineering,2,13
4,805,Clockwork Automata and Robotics,1,9.5
4,805,Clockwork Automata and Robotics,1,17
4,805,Clockwork Automata and Robotics,1,14
4,805,Clockwork Automata and Robotics,1,20
4,805,Clockwork Automata and Robotics,1,10
4,805,Cryptography and Codebreaking,1,9
4,805,Cryptography and Codebreaking,1,7
4,805,Cryptography and Codebreaking,1,8
4,805,Electrical Engineering and Telegraphy,1,18
4,805,Electrical Engineering and Telegraphy,1,15
4,805,Electrical Engineering and Telegraphy,1,19
4,805,Etiquette and Social Graces,1,13
4,805,Etiquette and Social Graces,1,12
4,805,Etiquette and Social Graces,1,10.5
4,805,Etiquette and Social Graces,1,16.5
4,805,Etiquette and Social Graces,1,14
4,805,Fashion Design and Textile Innovation,1,11.5
4,805,Fashion Design and Textile Innovation,1,9
4,805,Fashion Design and Textile Innovation,1,12.5
4,805,Fashion Design and Textile Innovation,1,16
4,805,Fashion Design and Textile Innovation,1,18
4,805,Fashion Design and Textile Innovation,1,9
4,805,Fashion Design and Textile Innovation,1,14
4,805,Fashion Design and Textile Innovation,1,17
4,805,Fashion Design and Textile Innovation,1,10
4,805,Fashion Design and Textile Innovation,1,13
4,805,Historical Archaeology and Antiquarian Studies,1,12.25
4,805,Historical Archaeology and Antiquarian Studies,1,13
4,805,Historical Archaeology and Antiquarian Studies,1,13.25
4,805,Steam Engine Mechanics and Engineering,2,8.5
4,805,Steam Engine Mechanics and Engineering,2,6.25
4,805,Steam Engine Mechanics and Engineering,2,5.75
4,805,Victorian Literature and Social Commentary,1,7.7
4,805,Victorian Literature and Social Commentary,1,6.6
4,805,Victorian Literature and Social Commentary,1,5.9
4,805,Victorian Literature and Social Commentary,1,6.8
4,805,Victorian Literature and Social Commentary,1,4.5
4,805,Victorian Literature and Social Commentary,1,6.3
4,805,Victorian Literature and Social Commentary,1,9.2
4,817,Airship Piloting and Navigation,1,3
4,817,Airship Piloting and Navigation,1,10.5
4,817,Airship Piloting and Navigation,1,11
4,817,Airship Piloting and Navigation,1,8.5
4,817,Airship Piloting and Navigation,1,7
4,817,Alchemy and Chemical Engineering,2,12
4,817,Alchemy and Chemical Engineering,2,10.5
4,817,Alchemy and Chemical Engineering,2,13.5
4,817,Alchemy and Chemical Engineering,2,11
4,817,Alchemy and Chemical Engineering,2,13.5
4,817,Clockwork Automata and Robotics,1,11
4,817,Clockwork Automata and Robotics,1,7.5
4,817,Clockwork Automata and Robotics,1,16
4,817,Clockwork Automata and Robotics,1,16.5
4,817,Clockwork Automata and Robotics,1,12
4,817,Cryptography and Codebreaking,1,10
4,817,Cryptography and Codebreaking,1,8.5
4,817,Cryptography and Codebreaking,1,6.5
4,817,Electrical Engineering and Telegraphy,1,14
4,817,Electrical Engineering and Telegraphy,1,10
4,817,Electrical Engineering and Telegraphy,1,8
4,817,Etiquette and Social Graces,1,14.5
4,817,Etiquette and Social Graces,1,14
4,817,Etiquette and Social Graces,1,15
4,817,Etiquette and Social Graces,1,11.5
4,817,Etiquette and Social Graces,1,11.5
4,817,Fashion Design and Textile Innovation,1,16
4,817,Fashion Design and Textile Innovation,1,15
4,817,Fashion Design and Textile Innovation,1,4.5
4,817,Fashion Design and Textile Innovation,1,7.5
4,817,Fashion Design and Textile Innovation,1,18.5
4,817,Fashion Design and Textile Innovation,1,11
4,817,Fashion Design and Textile Innovation,1,9.5
4,817,Fashion Design and Textile Innovation,1,14.5
4,817,Fashion Design and Textile Innovation,1,10.5
4,817,Fashion Design and Textile Innovation,1,20
4,817,Historical Archaeology and Antiquarian Studies,1,11.5
4,817,Historical Archaeology and Antiquarian Studies,1,11
4,817,Historical Archaeology and Antiquarian Studies,1,12
4,817,Steam Engine Mechanics and Engineering,2,7.5
4,817,Steam Engine Mechanics and Engineering,2,9.25
4,817,Steam Engine Mechanics and Engineering,2,8.5
4,817,Victorian Literature and Social Commentary,1,4.7
4,817,Victorian Literature and Social Commentary,1,8.3
4,817,Victorian Literature and Social Commentary,1,7.4
4,817,Victorian Literature and Social Commentary,1,5.4
4,817,Victorian Literature and Social Commentary,1,4.3
4,817,Victorian Literature and Social Commentary,1,6
4,817,Victorian Literature and Social Commentary,1,5.6
5,37,Airship Piloting and Navigation,1,7.5
5,37,Airship Piloting and Navigation,1,5
5,37,Airship Piloting and Navigation,1,10
5,37,Airship Piloting and Navigation,1,7.5
5,37,Airship Piloting and Navigation,1,7.5
5,37,Alchemy and Chemical Engineering,2,13.5
5,37,Alchemy and Chemical Engineering,2,12.5
5,37,Alchemy and Chemical Engineering,2,15
5,37,Alchemy and Chemical Engineering,2,12.5
5,37,Alchemy and Chemical Engineering,2,14
5,37,Clockwork Automata and Robotics,1,8.5
5,37,Clockwork Automata and Robotics,1,12
5,37,Clockwork Automata and Robotics,1,16.5
5,37,Clockwork Automata and Robotics,1,8.5
5,37,Clockwork Automata and Robotics,1,16
5,37,Cryptography and Codebreaking,1,7.5
5,37,Cryptography and Codebreaking,1,9
5,37,Cryptography and Codebreaking,1,9.5
5,37,Electrical Engineering and Telegraphy,1,10
5,37,Electrical Engineering and Telegraphy,1,12
5,37,Electrical Engineering and Telegraphy,1,12
5,37,Etiquette and Social Graces,1,13.5
5,37,Etiquette and Social Graces,1,11.5
5,37,Etiquette and Social Graces,1,12.5
5,37,Etiquette and Social Graces,1,12
5,37,Etiquette and Social Graces,1,13
5,37,Fashion Design and Textile Innovation,1,10
5,37,Fashion Design and Textile Innovation,1,13
5,37,Fashion Design and Textile Innovation,1,10.5
5,37,Fashion Design and Textile Innovation,1,10.5
5,37,Fashion Design and Textile Innovation,1,14.5
5,37,Fashion Design and Textile Innovation,1,12.5
5,37,Fashion Design and Textile Innovation,1,12.5
5,37,Fashion Design and Textile Innovation,1,12.5
5,37,Fashion Design and Textile Innovation,1,10
5,37,Fashion Design and Textile Innovation,1,14.5
5,37,Historical Archaeology and Antiquarian Studies,1,13.5
5,37,Historical Archaeology and Antiquarian Studies,1,12.25
5,37,Historical Archaeology and Antiquarian Studies,1,10.5
5,37,Steam Engine Mechanics and Engineering,2,8.5
5,37,Steam Engine Mechanics and Engineering,2,5.5
5,37,Steam Engine Mechanics and Engineering,2,3
5,37,Victorian Literature and Social Commentary,1,7.6
5,37,Victorian Literature and Social Commentary,1,9.2
5,37,Victorian Literature and Social Commentary,1,6.1
5,37,Victorian Literature and Social Commentary,1,7.6
5,37,Victorian Literature and Social Commentary,1,8.3
5,37,Victorian Literature and Social Commentary,1,7.5
5,37,Victorian Literature and Social Commentary,1,9.1
5,37,Victorian Literature and Social Commentary,1,8.4
5,128,Airship Piloting and Navigation,1,13.5
5,128,Airship Piloting and Navigation,1,8.5
5,128,Airship Piloting and Navigation,1,9
5,128,Airship Piloting and Navigation,1,11
5,128,Airship Piloting and Navigation,1,7.5
5,128,Alchemy and Chemical Engineering,2,12
5,128,Alchemy and Chemical Engineering,2,15
5,128,Alchemy and Chemical Engineering,2,13
5,128,Alchemy and Chemical Engineering,2,14.5
5,128,Alchemy and Chemical Engineering,2,14
5,128,Clockwork Automata and Robotics,1,12
5,128,Clockwork Automata and Robotics,1,12.5
5,128,Clockwork Automata and Robotics,1,10
5,128,Clockwork Automata and Robotics,1,8.5
5,128,Clockwork Automata and Robotics,1,9
5,128,Cryptography and Codebreaking,1,10
5,128,Cryptography and Codebreaking,1,9
5,128,Cryptography and Codebreaking,1,8.5
5,128,Electrical Engineering and Telegraphy,1,5
5,128,Electrical Engineering and Telegraphy,1,3
5,128,Electrical Engineering and Telegraphy,1,7
5,128,Etiquette and Social Graces,1,9
5,128,Etiquette and Social Graces,1,15
5,128,Etiquette and Social Graces,1,14.5
5,128,Etiquette and Social Graces,1,12.5
5,128,Etiquette and Social Graces,1,7.5
5,128,Fashion Design and Textile Innovation,1,9.5
5,128,Fashion Design and Textile Innovation,1,8
5,128,Fashion Design and Textile Innovation,1,10
5,128,Fashion Design and Textile Innovation,1,13
5,128,Fashion Design and Textile Innovation,1,7.5
5,128,Fashion Design and Textile Innovation,1,7.5
5,128,Fashion Design and Textile Innovation,1,14
5,128,Fashion Design and Textile Innovation,1,16.5
5,128,Historical Archaeology and Antiquarian Studies,1,10.5
5,128,Historical Archaeology and Antiquarian Studies,1,10
5,128,Historical Archaeology and Antiquarian Studies,1,10.5
5,128,Steam Engine Mechanics and Engineering,2,8.5
5,128,Steam Engine Mechanics and Engineering,2,6.25
5,128,Steam Engine Mechanics and Engineering,2,9
5,128,Victorian Literature and Social Commentary,1,5.6
5,128,Victorian Literature and Social Commentary,1,6.9
5,128,Victorian Literature and Social Commentary,1,8.7
5,128,Victorian Literature and Social Commentary,1,5.5
5,128,Victorian Literature and Social Commentary,1,5
5,128,Victorian Literature and Social Commentary,1,5
5,128,Victorian Literature and Social Commentary,1,10.4
5,143,Airship Piloting and Navigation,1,6
5,143,Airship Piloting and Navigation,1,9
5,143,Airship Piloting and Navigation,1,5
5,143,Airship Piloting and Navigation,1,11
5,143,Airship Piloting and Navigation,1,4.5
5,143,Alchemy and Chemical Engineering,2,12.5
5,143,Alchemy and Chemical Engineering,2,14
5,143,Alchemy and Chemical Engineering,2,14.5
5,143,Alchemy and Chemical Engineering,2,11.5
5,143,Alchemy and Chemical Engineering,2,12.5
5,143,Clockwork Automata and Robotics,1,20
5,143,Clockwork Automata and Robotics,1,17.5
5,143,Clockwork Automata and Robotics,1,17
5,143,Clockwork Automata and Robotics,1,16.5
5,143,Clockwork Automata and Robotics,1,12.5
5,143,Cryptography and Codebreaking,1,9.5
5,143,Cryptography and Codebreaking,1,8.5
5,143,Cryptography and Codebreaking,1,10
5,143,Electrical Engineering and Telegraphy,1,10
5,143,Electrical Engineering and Telegraphy,1,17
5,143,Etiquette and Social Graces,1,12
5,143,Etiquette and Social Graces,1,13
5,143,Etiquette and Social Graces,1,12.5
5,143,Etiquette and Social Graces,1,10.5
5,143,Etiquette and Social Graces,1,11
5,143,Fashion Design and Textile Innovation,1,13.5
5,143,Fashion Design and Textile Innovation,1,18
5,143,Fashion Design and Textile Innovation,1,8.5
5,143,Fashion Design and Textile Innovation,1,9
5,143,Fashion Design and Textile Innovation,1,12
5,143,Fashion Design and Textile Innovation,1,14
5,143,Fashion Design and Textile Innovation,1,17
5,143,Fashion Design and Textile Innovation,1,11.5
5,143,Fashion Design and Textile Innovation,1,16
5,143,Historical Archaeology and Antiquarian Studies,1,12
5,143,Historical Archaeology and Antiquarian Studies,1,13
5,143,Historical Archaeology and Antiquarian Studies,1,13.75
5,143,Steam Engine Mechanics and Engineering,2,7.75
5,143,Steam Engine Mechanics and Engineering,2,6.25
5,143,Steam Engine Mechanics and Engineering,2,6
5,143,Victorian Literature and Social Commentary,1,7.2
5,143,Victorian Literature and Social Commentary,1,7.9
5,143,Victorian Literature and Social Commentary,1,6.2
5,143,Victorian Literature and Social Commentary,1,4.7
5,143,Victorian Literature and Social Commentary,1,7.5
5,143,Victorian Literature and Social Commentary,1,5
5,143,Victorian Literature and Social Commentary,1,6.8
5,171,Airship Piloting and Navigation,1,10.5
5,171,Airship Piloting and Navigation,1,5.5
5,171,Airship Piloting and Navigation,1,5.5
5,171,Airship Piloting and Navigation,1,11.5
5,171,Airship Piloting and Navigation,1,6
5,171,Alchemy and Chemical Engineering,2,13
5,171,Alchemy and Chemical Engineering,2,14.5
5,171,Alchemy and Chemical Engineering,2,15
5,171,Alchemy and Chemical Engineering,2,13.5
5,171,Alchemy and Chemical Engineering,2,17.5
5,171,Clockwork Automata and Robotics,1,15.5
5,171,Clockwork Automata and Robotics,1,15.5
5,171,Clockwork Automata and Robotics,1,14.5
